GCKDGN101A00AO 	 0.383276 	 other biological processes  
isotig07031 	 0.680283 	 other metabolic processes 
isotig07032 	 0.716068 	 protein metabolism  
isotig07034 	 0.695343 	 other metabolic processes 
isotig07034 	 0.695343 	 protein metabolism  
isotig07035 	 0.811781 	 other metabolic processes 
isotig07037 	 0.43871 	 other biological processes 
isotig07038 	 0.929422 	 other biological processes 
isotig07039 	 0.82008 	 RNA metabolism  
isotig07040 	 0.521801 	 other metabolic processes 
isotig07041 	 0.503154 	 cell cycle and proliferation
isotig07041 	 0.503154 	 cell organization and biogenesis
isotig07041 	 0.503154 	 other biological processes 
isotig07043 	 1.41703 	 protein metabolism  
isotig07044 	 0.805734 	 other metabolic processes 
isotig07045 	 0.419616 	 signal transduction  
isotig07046 	 0.486289 	 DNA metabolism  
isotig07046 	 0.486289 	 other biological processes 
isotig07046 	 0.486289 	 protein metabolism  
isotig07046 	 0.486289 	 stress response  
isotig07048 	 0.489656 	 transport   
isotig07052 	 0.935971 	 other biological processes 
isotig07053 	 0.575149 	 protein metabolism  
isotig07054 	 0.374405 	 stress response  
isotig07055 	 0.40796 	 RNA metabolism  
isotig07056 	 0.487183 	 RNA metabolism  
isotig07056 	 0.487183 	 other biological processes 
isotig07057 	 0.412007 	 other metabolic processes 
isotig07058 	 0.373877 	 DNA metabolism  
isotig07058 	 0.373877 	 cell cycle and proliferation
isotig07058 	 0.373877 	 other biological processes 
isotig07058 	 0.373877 	 stress response  
isotig07060 	 1.21966 	 cell organization and biogenesis
isotig07060 	 1.21966 	 other metabolic processes 
isotig07062 	 0.364826 	 RNA metabolism  
isotig07063 	 0.776003 	 other metabolic processes 
isotig07064 	 0.65761 	 DNA metabolism  
isotig07064 	 0.65761 	 RNA metabolism  
isotig07064 	 0.65761 	 other biological processes 
isotig07064 	 0.65761 	 stress response  
isotig07066 	 0.989731 	 other metabolic processes 
isotig07067 	 0.787144 	 other biological processes 
isotig07067 	 0.787144 	 protein metabolism  
isotig07068 	 0.756511 	 other metabolic processes 
isotig07068 	 0.756511 	 signal transduction  
isotig07068 	 0.756511 	 transport   
isotig07069 	 0.792207 	 other metabolic processes 
isotig07069 	 0.792207 	 transport   
isotig07070 	 1.43491 	 DNA metabolism  
isotig07070 	 1.43491 	 RNA metabolism  
isotig07071 	 0.350516 	 developmental processes  
isotig07071 	 0.350516 	 other metabolic processes 
isotig07071 	 0.350516 	 transport   
isotig07073 	 0.249128 	 other metabolic processes 
isotig07074 	 1.28846 	 protein metabolism  
isotig07076 	 0.394989 	 RNA metabolism  
isotig07076 	 0.394989 	 protein metabolism  
isotig07078 	 0.223527 	 cell organization and biogenesis
isotig07078 	 0.223527 	 developmental processes  
isotig07078 	 0.223527 	 other biological processes 
isotig07078 	 0.223527 	 other metabolic processes 
isotig07078 	 0.223527 	 transport   
isotig07080 	 0.194748 	 protein metabolism  
isotig07082 	 0.762903 	 RNA metabolism  
isotig07085 	 0.936437 	 cell cycle and proliferation
isotig07085 	 0.936437 	 cell organization and biogenesis
isotig07085 	 0.936437 	 protein metabolism  
isotig07086 	 0.31119 	 cell cycle and proliferation
isotig07088 	 0.794539 	 other biological processes 
isotig07090 	 0.732156 	 death   
isotig07090 	 0.732156 	 other biological processes 
isotig07091 	 0.646696 	 developmental processes  
isotig07091 	 0.646696 	 signal transduction  
isotig07093 	 1.05739 	 other metabolic processes 
isotig07094 	 0.608174 	 other metabolic processes 
isotig07095 	 0.257779 	 other metabolic processes 
isotig07095 	 0.257779 	 signal transduction  
isotig07096 	 0.359862 	 developmental processes  
isotig07100 	 0.723843 	 other biological processes 
isotig07102 	 0.471476 	 DNA metabolism  
isotig07103 	 0.661145 	 other biological processes 
isotig07103 	 0.661145 	 other metabolic processes 
isotig07103 	 0.661145 	 stress response  
isotig07103 	 0.661145 	 transport   
isotig07104 	 0.303063 	 RNA metabolism  
isotig07104 	 0.303063 	 other biological processes 
isotig07104 	 0.303063 	 other metabolic processes 
isotig07104 	 0.303063 	 protein metabolism  
isotig07104 	 0.303063 	 stress response  
isotig07106 	 0.801716 	 cell cycle and proliferation
isotig07106 	 0.801716 	 cell organization and biogenesis
isotig07106 	 0.801716 	 death   
isotig07106 	 0.801716 	 developmental processes  
isotig07106 	 0.801716 	 other metabolic processes 
isotig07106 	 0.801716 	 transport   
isotig07109 	 0.729278 	 DNA metabolism  
isotig07109 	 0.729278 	 cell cycle and proliferation
isotig07109 	 0.729278 	 cell organization and biogenesis
isotig07111 	 0.281479 	 other biological processes 
isotig07111 	 0.281479 	 other metabolic processes 
isotig07112 	 0.883926 	 other biological processes 
isotig07112 	 0.883926 	 other metabolic processes 
isotig07113 	 0.658671 	 other biological processes 
isotig07115 	 0.655345 	 cell adhesion  
isotig07117 	 0.958406 	 other metabolic processes 
isotig07118 	 0.811393 	 other metabolic processes 
isotig07119 	 1.21431 	 other biological processes 
isotig07119 	 1.21431 	 protein metabolism  
isotig07119 	 1.21431 	 signal transduction  
isotig07121 	 0.601889 	 cell organization and biogenesis
isotig07121 	 0.601889 	 developmental processes  
isotig07121 	 0.601889 	 other biological processes 
isotig07123 	 0.619185 	 other biological processes 
isotig07125 	 0.264282 	 other biological processes 
isotig07125 	 0.264282 	 other metabolic processes 
isotig07125 	 0.264282 	 transport   
isotig07127 	 0.554019 	 transport   
isotig07129 	 0.713652 	 cell adhesion  
isotig07129 	 0.713652 	 cell cycle and proliferation
isotig07129 	 0.713652 	 other biological processes 
isotig07129 	 0.713652 	 protein metabolism  
isotig07129 	 0.713652 	 signal transduction  
isotig07132 	 0.345429 	 RNA metabolism  
isotig07132 	 0.345429 	 cell organization and biogenesis
isotig07133 	 0.702731 	 protein metabolism  
isotig07135 	 0.338409 	 DNA metabolism  
isotig07135 	 0.338409 	 RNA metabolism  
isotig07135 	 0.338409 	 stress response  
isotig07136 	 0.750835 	 other metabolic processes 
isotig07137 	 0.675168 	 cell-cell signaling  
isotig07137 	 0.675168 	 other metabolic processes 
isotig07138 	 0.977057 	 RNA metabolism  
isotig07138 	 0.977057 	 cell cycle and proliferation
isotig07138 	 0.977057 	 other biological processes 
isotig07143 	 0.685458 	 death   
isotig07143 	 0.685458 	 other metabolic processes 
isotig07144 	 0.518869 	 cell organization and biogenesis
isotig07144 	 0.518869 	 developmental processes  
isotig07144 	 0.518869 	 other biological processes 
isotig07144 	 0.518869 	 other metabolic processes 
isotig07146 	 0.875114 	 other biological processes 
isotig07146 	 0.875114 	 protein metabolism  
isotig07147 	 0.740292 	 other biological processes 
isotig07148 	 0.594292 	 other biological processes 
isotig07148 	 0.594292 	 other metabolic processes 
isotig07149 	 0.661334 	 other biological processes 
isotig07150 	 0.705388 	 cell cycle and proliferation
isotig07150 	 0.705388 	 cell organization and biogenesis
isotig07150 	 0.705388 	 death   
isotig07150 	 0.705388 	 developmental processes  
isotig07150 	 0.705388 	 other biological processes 
isotig07150 	 0.705388 	 other metabolic processes 
isotig07150 	 0.705388 	 signal transduction  
isotig07151 	 0.219271 	 other biological processes 
isotig07153 	 0.414907 	 other metabolic processes 
isotig07155 	 0.805165 	 cell cycle and proliferation
isotig07155 	 0.805165 	 developmental processes  
isotig07155 	 0.805165 	 other biological processes 
isotig07155 	 0.805165 	 stress response  
isotig07155 	 0.805165 	 transport   
isotig07156 	 0.318221 	 other metabolic processes 
isotig07158 	 1.06892 	 other biological processes 
isotig07163 	 0.453659 	 signal transduction  
isotig07164 	 0.33618 	 RNA metabolism  
isotig07164 	 0.33618 	 cell organization and biogenesis
isotig07164 	 0.33618 	 other metabolic processes 
isotig07165 	 1.01437 	 RNA metabolism  
isotig07166 	 0.346799 	 other biological processes 
isotig07166 	 0.346799 	 protein metabolism  
isotig07168 	 0.71995 	 cell organization and biogenesis
isotig07168 	 0.71995 	 developmental processes  
isotig07168 	 0.71995 	 other biological processes 
isotig07168 	 0.71995 	 signal transduction  
isotig07169 	 0.192396 	 cell cycle and proliferation
isotig07169 	 0.192396 	 death   
isotig07169 	 0.192396 	 other metabolic processes 
isotig07171 	 0.829704 	 cell organization and biogenesis
isotig07171 	 0.829704 	 transport   
isotig07173 	 0.797693 	 RNA metabolism  
isotig07173 	 0.797693 	 other biological processes 
isotig07176 	 0.477552 	 cell adhesion  
isotig07176 	 0.477552 	 protein metabolism  
isotig07176 	 0.477552 	 transport   
isotig07177 	 1.48246 	 cell-cell signaling  
isotig07177 	 1.48246 	 transport   
isotig07178 	 0.454186 	 cell organization and biogenesis
isotig07178 	 0.454186 	 developmental processes  
isotig07178 	 0.454186 	 other biological processes 
isotig07178 	 0.454186 	 signal transduction  
isotig07178 	 0.454186 	 stress response  
isotig07178 	 0.454186 	 transport   
isotig07179 	 0.724443 	 RNA metabolism  
isotig07180 	 0.503724 	 RNA metabolism  
isotig07180 	 0.503724 	 transport   
isotig07181 	 0.576237 	 cell cycle and proliferation
isotig07181 	 0.576237 	 cell organization and biogenesis
isotig07181 	 0.576237 	 other biological processes 
isotig07181 	 0.576237 	 signal transduction  
isotig07182 	 0.75894 	 other biological processes 
isotig07183 	 0.659502 	 other biological processes 
isotig07184 	 0.512691 	 RNA metabolism  
isotig07186 	 0.578331 	 cell cycle and proliferation
isotig07186 	 0.578331 	 cell organization and biogenesis
isotig07186 	 0.578331 	 developmental processes  
isotig07186 	 0.578331 	 other metabolic processes 
isotig07187 	 0.421519 	 RNA metabolism  
isotig07187 	 0.421519 	 protein metabolism  
isotig07191 	 0.525455 	 cell organization and biogenesis
isotig07191 	 0.525455 	 other metabolic processes 
isotig07191 	 0.525455 	 protein metabolism  
isotig07192 	 0.374952 	 other metabolic processes 
isotig07192 	 0.374952 	 signal transduction  
isotig07195 	 1.10847 	 DNA metabolism  
isotig07195 	 1.10847 	 stress response  
isotig07196 	 0.281103 	 other biological processes 
isotig07198 	 0.820348 	 RNA metabolism  
isotig07198 	 0.820348 	 other metabolic processes 
isotig07200 	 0.407662 	 RNA metabolism  
isotig07200 	 0.407662 	 protein metabolism  
isotig07203 	 0.337074 	 DNA metabolism  
isotig07203 	 0.337074 	 RNA metabolism  
isotig07203 	 0.337074 	 cell organization and biogenesis
isotig07203 	 0.337074 	 developmental processes  
isotig07203 	 0.337074 	 other metabolic processes 
isotig07203 	 0.337074 	 protein metabolism  
isotig07204 	 0.739715 	 cell adhesion  
isotig07205 	 0.87954 	 other metabolic processes 
isotig07207 	 0.603182 	 other metabolic processes 
isotig07209 	 0.73354 	 death   
isotig07209 	 0.73354 	 protein metabolism  
isotig07211 	 0.602969 	 other biological processes 
isotig07211 	 0.602969 	 transport   
isotig07212 	 0.232779 	 RNA metabolism  
isotig07213 	 0.577282 	 protein metabolism  
isotig07215 	 0.406524 	 other metabolic processes 
isotig07215 	 0.406524 	 protein metabolism  
isotig07219 	 0.986585 	 RNA metabolism  
isotig07219 	 0.986585 	 death   
isotig07220 	 1.11757 	 cell organization and biogenesis
isotig07220 	 1.11757 	 cell-cell signaling  
isotig07220 	 1.11757 	 developmental processes  
isotig07220 	 1.11757 	 other biological processes 
isotig07220 	 1.11757 	 signal transduction  
isotig07220 	 1.11757 	 stress response  
isotig07220 	 1.11757 	 transport   
isotig07221 	 0.776878 	 cell organization and biogenesis
isotig07221 	 0.776878 	 developmental processes  
isotig07221 	 0.776878 	 other biological processes 
isotig07221 	 0.776878 	 signal transduction  
isotig07221 	 0.776878 	 transport   
isotig07222 	 1.30824 	 cell cycle and proliferation
isotig07222 	 1.30824 	 cell organization and biogenesis
isotig07222 	 1.30824 	 other biological processes 
isotig07224 	 0.538336 	 protein metabolism  
isotig07225 	 0.664142 	 cell cycle and proliferation
isotig07225 	 0.664142 	 cell organization and biogenesis
isotig07225 	 0.664142 	 other biological processes 
isotig07232 	 0.48644 	 developmental processes  
isotig07232 	 0.48644 	 other biological processes 
isotig07234 	 0.415143 	 RNA metabolism  
isotig07235 	 0.235773 	 transport   
isotig07237 	 0.866901 	 RNA metabolism  
isotig07237 	 0.866901 	 cell organization and biogenesis
isotig07237 	 0.866901 	 death   
isotig07237 	 0.866901 	 other biological processes 
isotig07237 	 0.866901 	 other metabolic processes 
isotig07237 	 0.866901 	 protein metabolism  
isotig07237 	 0.866901 	 signal transduction  
isotig07237 	 0.866901 	 stress response  
isotig07240 	 0.693989 	 other metabolic processes 
isotig07240 	 0.693989 	 protein metabolism  
isotig07241 	 0.709698 	 cell cycle and proliferation
isotig07241 	 0.709698 	 developmental processes  
isotig07241 	 0.709698 	 other biological processes 
isotig07241 	 0.709698 	 protein metabolism  
isotig07241 	 0.709698 	 signal transduction  
isotig07243 	 0.740226 	 protein metabolism  
isotig07244 	 0.834764 	 other biological processes 
isotig07244 	 0.834764 	 signal transduction  
isotig07244 	 0.834764 	 stress response  
isotig07249 	 0.306842 	 other metabolic processes 
isotig07249 	 0.306842 	 transport   
isotig07250 	 0.624483 	 RNA metabolism  
isotig07251 	 0.992833 	 other biological processes 
isotig07252 	 0.108477 	 other biological processes 
isotig07258 	 1.08632 	 other biological processes 
isotig07259 	 0.748261 	 other metabolic processes 
isotig07261 	 1.03685 	 DNA metabolism  
isotig07263 	 0.271473 	 other metabolic processes 
isotig07263 	 0.271473 	 protein metabolism  
isotig07264 	 0.678838 	 other metabolic processes 
isotig07266 	 0.750114 	 other metabolic processes 
isotig07269 	 0.630357 	 DNA metabolism  
isotig07269 	 0.630357 	 protein metabolism  
isotig07269 	 0.630357 	 stress response  
isotig07272 	 0.248197 	 other metabolic processes 
isotig07272 	 0.248197 	 protein metabolism  
isotig07273 	 1.16292 	 protein metabolism  
isotig07274 	 0.599002 	 cell organization and biogenesis
isotig07274 	 0.599002 	 transport   
isotig07276 	 1.03442 	 DNA metabolism  
isotig07276 	 1.03442 	 RNA metabolism  
isotig07276 	 1.03442 	 cell cycle and proliferation
isotig07276 	 1.03442 	 stress response  
isotig07277 	 0.860691 	 cell adhesion  
