gi|379072747|gb|JR970416.1| 	 0.557002	 transport
gi|379091341|gb|JR989010.1| 	 0.968474	 other biological processes
gi|379091341|gb|JR989010.1| 	 0.968474	 signal transduction
gi|379091342|gb|JR989011.1| 	 1.72414	 cell adhesion
gi|379091347|gb|JR989016.1| 	 3.4553	 RNA metabolism
gi|379091348|gb|JR989017.1| 	 0.304569	 other metabolic processes
gi|379091348|gb|JR989017.1| 	 0.304569	 transport
gi|379091349|gb|JR989018.1| 	 0.850947	 other biological processes
gi|379091349|gb|JR989018.1| 	 0.850947	 other metabolic processes
gi|379091349|gb|JR989018.1| 	 0.850947	 stress response
gi|379091351|gb|JR989020.1| 	 0.690335	 other biological processes
gi|379091352|gb|JR989021.1| 	 0.362012	 other metabolic processes
gi|379091353|gb|JR989022.1| 	 0.19518	 transport
gi|379091354|gb|JR989023.1| 	 0.374635	 RNA metabolism
gi|379091354|gb|JR989023.1| 	 0.374635	 developmental processes
gi|379091354|gb|JR989023.1| 	 0.374635	 other biological processes
gi|379091355|gb|JR989024.1| 	 0.760926	 other biological processes
gi|379091357|gb|JR989026.1| 	 0.164407	 RNA metabolism
gi|379091357|gb|JR989026.1| 	 0.164407	 cell cycle and proliferation
gi|379091357|gb|JR989026.1| 	 0.164407	 cell organization and biogenesis
gi|379091357|gb|JR989026.1| 	 0.164407	 death
gi|379091357|gb|JR989026.1| 	 0.164407	 developmental processes
gi|379091357|gb|JR989026.1| 	 0.164407	 other biological processes
gi|379091357|gb|JR989026.1| 	 0.164407	 other metabolic processes
gi|379091357|gb|JR989026.1| 	 0.164407	 protein metabolism
gi|379091357|gb|JR989026.1| 	 0.164407	 signal transduction
gi|379091357|gb|JR989026.1| 	 0.164407	 stress response
gi|379091357|gb|JR989026.1| 	 0.164407	 transport
gi|379091359|gb|JR989028.1| 	 5.6186	 other metabolic processes
gi|379091360|gb|JR989029.1| 	 3.59147	 RNA metabolism
gi|379091360|gb|JR989029.1| 	 3.59147	 cell organization and biogenesis
gi|379091360|gb|JR989029.1| 	 3.59147	 death
gi|379091360|gb|JR989029.1| 	 3.59147	 developmental processes
gi|379091360|gb|JR989029.1| 	 3.59147	 other biological processes
gi|379091360|gb|JR989029.1| 	 3.59147	 other metabolic processes
gi|379091360|gb|JR989029.1| 	 3.59147	 protein metabolism
gi|379091360|gb|JR989029.1| 	 3.59147	 signal transduction
gi|379091360|gb|JR989029.1| 	 3.59147	 stress response
gi|379091360|gb|JR989029.1| 	 3.59147	 transport
gi|379091362|gb|JR989031.1| 	 3.83081	 DNA metabolism
gi|379091362|gb|JR989031.1| 	 3.83081	 RNA metabolism
gi|379091362|gb|JR989031.1| 	 3.83081	 cell organization and biogenesis
gi|379091362|gb|JR989031.1| 	 3.83081	 death
gi|379091362|gb|JR989031.1| 	 3.83081	 protein metabolism
gi|379091362|gb|JR989031.1| 	 3.83081	 stress response
gi|379091366|gb|JR989035.1| 	 3.05556	 cell organization and biogenesis
gi|379091366|gb|JR989035.1| 	 3.05556	 other biological processes
gi|379091366|gb|JR989035.1| 	 3.05556	 signal transduction
gi|379091366|gb|JR989035.1| 	 3.05556	 stress response
gi|379091367|gb|JR989036.1| 	 0.236193	 other biological processes
gi|379091369|gb|JR989038.1| 	 0.280201	 other biological processes
gi|379091372|gb|JR989041.1| 	 8.85092	 cell organization and biogenesis
gi|379091372|gb|JR989041.1| 	 8.85092	 developmental processes
gi|379091372|gb|JR989041.1| 	 8.85092	 other biological processes
gi|379091372|gb|JR989041.1| 	 8.85092	 other metabolic processes
gi|379091372|gb|JR989041.1| 	 8.85092	 protein metabolism
gi|379091372|gb|JR989041.1| 	 8.85092	 signal transduction
gi|379091373|gb|JR989042.1| 	 26.2511	 cell organization and biogenesis
gi|379091373|gb|JR989042.1| 	 26.2511	 other biological processes
gi|379091373|gb|JR989042.1| 	 26.2511	 signal transduction
gi|379091373|gb|JR989042.1| 	 26.2511	 stress response
gi|379091375|gb|JR989044.1| 	 22.0278	 transport
gi|379091376|gb|JR989045.1| 	 19.0358	 death
gi|379091376|gb|JR989045.1| 	 19.0358	 developmental processes
gi|379091376|gb|JR989045.1| 	 19.0358	 protein metabolism
gi|379091378|gb|JR989047.1| 	 6.32003	 other biological processes
gi|379091379|gb|JR989048.1| 	 1.36132	 DNA metabolism
gi|379091380|gb|JR989049.1| 	 3.15358	 other metabolic processes
gi|379091381|gb|JR989050.1| 	 1.22461	 signal transduction
gi|379091381|gb|JR989050.1| 	 1.22461	 transport
gi|379091383|gb|JR989052.1| 	 0.743789	 cell-cell signaling
gi|379091383|gb|JR989052.1| 	 0.743789	 other metabolic processes
gi|379091383|gb|JR989052.1| 	 0.743789	 signal transduction
gi|379091383|gb|JR989052.1| 	 0.743789	 transport
gi|379091385|gb|JR989054.1| 	 0.581803	 cell organization and biogenesis
gi|379091385|gb|JR989054.1| 	 0.581803	 death
gi|379091385|gb|JR989054.1| 	 0.581803	 developmental processes
gi|379091385|gb|JR989054.1| 	 0.581803	 other biological processes
gi|379091385|gb|JR989054.1| 	 0.581803	 signal transduction
gi|379091387|gb|JR989056.1| 	 0.992587	 cell adhesion
gi|379091387|gb|JR989056.1| 	 0.992587	 cell organization and biogenesis
gi|379091387|gb|JR989056.1| 	 0.992587	 other biological processes
gi|379091387|gb|JR989056.1| 	 0.992587	 protein metabolism
gi|379091390|gb|JR989059.1| 	 1.31661	 other metabolic processes
gi|379091390|gb|JR989059.1| 	 1.31661	 protein metabolism
gi|379091391|gb|JR989060.1| 	 1.178	 cell cycle and proliferation
gi|379091391|gb|JR989060.1| 	 1.178	 cell organization and biogenesis
gi|379091391|gb|JR989060.1| 	 1.178	 death
gi|379091391|gb|JR989060.1| 	 1.178	 developmental processes
gi|379091391|gb|JR989060.1| 	 1.178	 other biological processes
gi|379091391|gb|JR989060.1| 	 1.178	 other metabolic processes
gi|379091393|gb|JR989062.1| 	 0.136849	 other metabolic processes
gi|379091394|gb|JR989063.1| 	 0.0441162	 protein metabolism
gi|379091398|gb|JR989067.1| 	 0.170419	 other metabolic processes
gi|379091398|gb|JR989067.1| 	 0.170419	 signal transduction
gi|379091400|gb|JR989069.1| 	 0.107511	 other metabolic processes
gi|379091401|gb|JR989070.1| 	 1.30208	 other metabolic processes
gi|379091401|gb|JR989070.1| 	 1.30208	 protein metabolism
gi|379091403|gb|JR989072.1| 	 1.83056	 other metabolic processes
gi|379091403|gb|JR989072.1| 	 1.83056	 transport
gi|379091404|gb|JR989073.1| 	 0.520034	 transport
gi|379091406|gb|JR989075.1| 	 0.124445	 death
gi|379091406|gb|JR989075.1| 	 0.124445	 developmental processes
gi|379091406|gb|JR989075.1| 	 0.124445	 other biological processes
gi|379091406|gb|JR989075.1| 	 0.124445	 other metabolic processes
gi|379091406|gb|JR989075.1| 	 0.124445	 protein metabolism
gi|379091406|gb|JR989075.1| 	 0.124445	 signal transduction
gi|379091406|gb|JR989075.1| 	 0.124445	 stress response
gi|379091408|gb|JR989077.1| 	 0.0254305	 DNA metabolism
gi|379091415|gb|JR989084.1| 	 0.13279	 other metabolic processes
gi|379091415|gb|JR989084.1| 	 0.13279	 protein metabolism
gi|379091426|gb|JR989095.1| 	 4.07086	 RNA metabolism
gi|379091426|gb|JR989095.1| 	 4.07086	 cell organization and biogenesis
gi|379091426|gb|JR989095.1| 	 4.07086	 developmental processes
gi|379091426|gb|JR989095.1| 	 4.07086	 other biological processes
gi|379091426|gb|JR989095.1| 	 4.07086	 other metabolic processes
gi|379091426|gb|JR989095.1| 	 4.07086	 signal transduction
gi|379091426|gb|JR989095.1| 	 4.07086	 stress response
gi|379091426|gb|JR989095.1| 	 4.07086	 transport
gi|379091427|gb|JR989096.1| 	 3.16129	 other metabolic processes
gi|379091427|gb|JR989096.1| 	 3.16129	 protein metabolism
gi|379091428|gb|JR989097.1| 	 0.818121	 other biological processes
gi|379091428|gb|JR989097.1| 	 0.818121	 other metabolic processes
gi|379091429|gb|JR989098.1| 	 2.71349	 other metabolic processes
gi|379091430|gb|JR989099.1| 	 3.2742	 protein metabolism
gi|379091431|gb|JR989100.1| 	 1.43211	 other biological processes
gi|379091431|gb|JR989100.1| 	 1.43211	 other metabolic processes
gi|379091431|gb|JR989100.1| 	 1.43211	 stress response
gi|379091433|gb|JR989102.1| 	 0.237906	 RNA metabolism
gi|379091433|gb|JR989102.1| 	 0.237906	 cell cycle and proliferation
gi|379091433|gb|JR989102.1| 	 0.237906	 cell organization and biogenesis
gi|379091433|gb|JR989102.1| 	 0.237906	 developmental processes
gi|379091436|gb|JR989105.1| 	 0.571761	 other metabolic processes
gi|379091438|gb|JR989107.1| 	 0.640514	 other biological processes
gi|379091440|gb|JR989109.1| 	 0.529903	 cell organization and biogenesis
gi|379091440|gb|JR989109.1| 	 0.529903	 developmental processes
gi|379091440|gb|JR989109.1| 	 0.529903	 protein metabolism
gi|379091440|gb|JR989109.1| 	 0.529903	 transport
gi|379091442|gb|JR989111.1| 	 0.736952	 RNA metabolism
gi|379091442|gb|JR989111.1| 	 0.736952	 other biological processes
gi|379091444|gb|JR989113.1| 	 0.981561	 other biological processes
gi|379091445|gb|JR989114.1| 	 0.98421	 cell organization and biogenesis
gi|379091445|gb|JR989114.1| 	 0.98421	 developmental processes
gi|379091445|gb|JR989114.1| 	 0.98421	 other biological processes
gi|379091445|gb|JR989114.1| 	 0.98421	 other metabolic processes
gi|379091445|gb|JR989114.1| 	 0.98421	 protein metabolism
gi|379091445|gb|JR989114.1| 	 0.98421	 signal transduction
gi|379091446|gb|JR989115.1| 	 0.970933	 other biological processes
gi|379091446|gb|JR989115.1| 	 0.970933	 other metabolic processes
gi|379091446|gb|JR989115.1| 	 0.970933	 protein metabolism
gi|379091447|gb|JR989116.1| 	 0.708691	 protein metabolism
gi|379091448|gb|JR989117.1| 	 4.10664	 developmental processes
gi|379091448|gb|JR989117.1| 	 4.10664	 other biological processes
gi|379091448|gb|JR989117.1| 	 4.10664	 other metabolic processes
gi|379091448|gb|JR989117.1| 	 4.10664	 protein metabolism
gi|379091450|gb|JR989119.1| 	 0.94234	 signal transduction
gi|379091456|gb|JR989125.1| 	 0.655674	 other biological processes
gi|379091459|gb|JR989128.1| 	 0.596218	 DNA metabolism
gi|379091461|gb|JR989130.1| 	 0.654032	 transport
gi|379091463|gb|JR989132.1| 	 0.774397	 other metabolic processes
gi|379091463|gb|JR989132.1| 	 0.774397	 protein metabolism
gi|379091465|gb|JR989134.1| 	 3.39136	 other biological processes
gi|379091471|gb|JR989140.1| 	 3.56197	 transport
gi|379091472|gb|JR989141.1| 	 4.20254	 protein metabolism
gi|379091472|gb|JR989141.1| 	 4.20254	 stress response
gi|379091473|gb|JR989142.1| 	 0.0500891	 transport
gi|379091474|gb|JR989143.1| 	 3.54982	 transport
gi|379091477|gb|JR989146.1| 	 0.723099	 cell cycle and proliferation
gi|379091477|gb|JR989146.1| 	 0.723099	 cell organization and biogenesis
gi|379091477|gb|JR989146.1| 	 0.723099	 developmental processes
gi|379091477|gb|JR989146.1| 	 0.723099	 signal transduction
gi|379091484|gb|JR989153.1| 	 0.895993	 DNA metabolism
gi|379091489|gb|JR989158.1| 	 0.739012	 protein metabolism
gi|379091489|gb|JR989158.1| 	 0.739012	 stress response
gi|379091494|gb|JR989163.1| 	 1.92673	 developmental processes
gi|379091494|gb|JR989163.1| 	 1.92673	 signal transduction
gi|379091497|gb|JR989166.1| 	 4.8853	 DNA metabolism
gi|379091497|gb|JR989166.1| 	 4.8853	 cell cycle and proliferation
gi|379091497|gb|JR989166.1| 	 4.8853	 cell organization and biogenesis
gi|379091497|gb|JR989166.1| 	 4.8853	 developmental processes
gi|379091497|gb|JR989166.1| 	 4.8853	 other biological processes
gi|379091497|gb|JR989166.1| 	 4.8853	 other metabolic processes
gi|379091497|gb|JR989166.1| 	 4.8853	 protein metabolism
gi|379091497|gb|JR989166.1| 	 4.8853	 stress response
gi|379091501|gb|JR989170.1| 	 0.933342	 cell organization and biogenesis
gi|379091501|gb|JR989170.1| 	 0.933342	 cell-cell signaling
gi|379091501|gb|JR989170.1| 	 0.933342	 other biological processes
gi|379091501|gb|JR989170.1| 	 0.933342	 transport
gi|379091502|gb|JR989171.1| 	 5.97949	 cell-cell signaling
gi|379091502|gb|JR989171.1| 	 5.97949	 developmental processes
gi|379091502|gb|JR989171.1| 	 5.97949	 other metabolic processes
gi|379091502|gb|JR989171.1| 	 5.97949	 signal transduction
gi|379091506|gb|JR989175.1| 	 10.7813	 other metabolic processes
gi|379091507|gb|JR989176.1| 	 6.21138	 other metabolic processes
gi|379091507|gb|JR989176.1| 	 6.21138	 transport
gi|379091508|gb|JR989177.1| 	 2.1452	 transport
gi|379091509|gb|JR989178.1| 	 5.8015	 other biological processes
gi|379091510|gb|JR989179.1| 	 1.71139	 RNA metabolism
gi|379091510|gb|JR989179.1| 	 1.71139	 death
gi|379091510|gb|JR989179.1| 	 1.71139	 other biological processes
gi|379091510|gb|JR989179.1| 	 1.71139	 other metabolic processes
gi|379091510|gb|JR989179.1| 	 1.71139	 signal transduction
gi|379091510|gb|JR989179.1| 	 1.71139	 stress response
gi|379091516|gb|JR989185.1| 	 0.186902	 stress response
gi|379091518|gb|JR989187.1| 	 0.0236769	 protein metabolism
gi|379091520|gb|JR989189.1| 	 13.0289	 cell adhesion
gi|379091520|gb|JR989189.1| 	 13.0289	 developmental processes
gi|379091520|gb|JR989189.1| 	 13.0289	 other biological processes
gi|379091527|gb|JR989196.1| 	 2.2272	 other metabolic processes
gi|379091530|gb|JR989199.1| 	 6.4839	 cell adhesion
gi|379091530|gb|JR989199.1| 	 6.4839	 cell organization and biogenesis
gi|379091530|gb|JR989199.1| 	 6.4839	 developmental processes
gi|379091537|gb|JR989206.1| 	 3.09098	 other biological processes
gi|379091537|gb|JR989206.1| 	 3.09098	 other metabolic processes
gi|379091537|gb|JR989206.1| 	 3.09098	 stress response
gi|379091537|gb|JR989206.1| 	 3.09098	 transport
gi|379091538|gb|JR989207.1| 	 4.71678	 cell organization and biogenesis
gi|379091538|gb|JR989207.1| 	 4.71678	 developmental processes
gi|379091538|gb|JR989207.1| 	 4.71678	 other biological processes
gi|379091538|gb|JR989207.1| 	 4.71678	 other metabolic processes
gi|379091538|gb|JR989207.1| 	 4.71678	 protein metabolism
gi|379091538|gb|JR989207.1| 	 4.71678	 signal transduction
gi|379091538|gb|JR989207.1| 	 4.71678	 stress response
gi|379091538|gb|JR989207.1| 	 4.71678	 transport
gi|379091539|gb|JR989208.1| 	 0.28269	 cell cycle and proliferation
gi|379091539|gb|JR989208.1| 	 0.28269	 other biological processes
gi|379091540|gb|JR989209.1| 	 3.43188	 cell organization and biogenesis
gi|379091541|gb|JR989210.1| 	 5.979	 cell organization and biogenesis
gi|379091541|gb|JR989210.1| 	 5.979	 developmental processes
gi|379091541|gb|JR989210.1| 	 5.979	 other biological processes
gi|379091541|gb|JR989210.1| 	 5.979	 signal transduction
gi|379091542|gb|JR989211.1| 	 1.39092	 other biological processes
gi|379091545|gb|JR989214.1| 	 4.46247	 transport
gi|379091546|gb|JR989215.1| 	 0.00580216	 RNA metabolism
gi|379091546|gb|JR989215.1| 	 0.00580216	 cell cycle and proliferation
gi|379091546|gb|JR989215.1| 	 0.00580216	 cell organization and biogenesis
gi|379091546|gb|JR989215.1| 	 0.00580216	 protein metabolism
gi|379091546|gb|JR989215.1| 	 0.00580216	 signal transduction
gi|379091547|gb|JR989216.1| 	 0.01741	 developmental processes
gi|379091547|gb|JR989216.1| 	 0.01741	 other biological processes
gi|379091547|gb|JR989216.1| 	 0.01741	 other metabolic processes
gi|379091547|gb|JR989216.1| 	 0.01741	 transport
gi|379091548|gb|JR989217.1| 	 0.0212932	 other metabolic processes
gi|379091558|gb|JR989227.1| 	 0.924497	 developmental processes
gi|379091562|gb|JR989231.1| 	 0.471447	 developmental processes
gi|379091562|gb|JR989231.1| 	 0.471447	 other biological processes
gi|379091571|gb|JR989240.1| 	 0.30618	 other biological processes
gi|379091575|gb|JR989244.1| 	 0.803814	 RNA metabolism
gi|379091575|gb|JR989244.1| 	 0.803814	 other metabolic processes
gi|379091586|gb|JR989255.1| 	 0.303324	 cell organization and biogenesis
gi|379091586|gb|JR989255.1| 	 0.303324	 cell-cell signaling
gi|379091586|gb|JR989255.1| 	 0.303324	 other biological processes
gi|379091586|gb|JR989255.1| 	 0.303324	 transport
gi|379091587|gb|JR989256.1| 	 1.67862	 transport
gi|379091592|gb|JR989261.1| 	 2.63759	 other biological processes
gi|379091592|gb|JR989261.1| 	 2.63759	 protein metabolism
gi|379091593|gb|JR989262.1| 	 0.279455	 signal transduction
gi|379091593|gb|JR989262.1| 	 0.279455	 transport
gi|379091599|gb|JR989268.1| 	 1.90317	 other biological processes
gi|379091602|gb|JR989271.1| 	 1.2353	 transport
gi|379091604|gb|JR989273.1| 	 2.35843	 DNA metabolism
gi|379091607|gb|JR989276.1| 	 3.67935	 other biological processes
gi|379091607|gb|JR989276.1| 	 3.67935	 other metabolic processes
gi|379091608|gb|JR989277.1| 	 0.259685	 protein metabolism
gi|379091609|gb|JR989278.1| 	 0.591396	 DNA metabolism
gi|379091609|gb|JR989278.1| 	 0.591396	 cell cycle and proliferation
gi|379091609|gb|JR989278.1| 	 0.591396	 cell organization and biogenesis
gi|379091609|gb|JR989278.1| 	 0.591396	 other biological processes
gi|379091609|gb|JR989278.1| 	 0.591396	 stress response
gi|379091611|gb|JR989280.1| 	 0.129428	 RNA metabolism
gi|379091611|gb|JR989280.1| 	 0.129428	 cell cycle and proliferation
gi|379091611|gb|JR989280.1| 	 0.129428	 developmental processes
gi|379091611|gb|JR989280.1| 	 0.129428	 other biological processes
gi|379091611|gb|JR989280.1| 	 0.129428	 signal transduction
gi|379091611|gb|JR989280.1| 	 0.129428	 stress response
gi|379091629|gb|JR989298.1| 	 0.376064	 cell cycle and proliferation
gi|379091629|gb|JR989298.1| 	 0.376064	 cell organization and biogenesis
gi|379091629|gb|JR989298.1| 	 0.376064	 other biological processes
gi|379091629|gb|JR989298.1| 	 0.376064	 other metabolic processes
gi|379091647|gb|JR989316.1| 	 1.6819	 cell adhesion
gi|379091659|gb|JR989328.1| 	 0.103749	 DNA metabolism
gi|379091659|gb|JR989328.1| 	 0.103749	 RNA metabolism
gi|379091659|gb|JR989328.1| 	 0.103749	 other biological processes
gi|379091659|gb|JR989328.1| 	 0.103749	 stress response
gi|379091660|gb|JR989329.1| 	 0.094277	 RNA metabolism
gi|379091660|gb|JR989329.1| 	 0.094277	 cell organization and biogenesis
gi|379091660|gb|JR989329.1| 	 0.094277	 developmental processes
gi|379091660|gb|JR989329.1| 	 0.094277	 other biological processes
gi|379091663|gb|JR989332.1| 	 2.75386	 signal transduction
gi|379091669|gb|JR989338.1| 	 0.927278	 death
gi|379091669|gb|JR989338.1| 	 0.927278	 other metabolic processes
gi|379091669|gb|JR989338.1| 	 0.927278	 protein metabolism
gi|379091669|gb|JR989338.1| 	 0.927278	 signal transduction
gi|379091669|gb|JR989338.1| 	 0.927278	 stress response
gi|379091671|gb|JR989340.1| 	 0.280491	 RNA metabolism
gi|379091677|gb|JR989346.1| 	 0.116531	 DNA metabolism
gi|379091677|gb|JR989346.1| 	 0.116531	 RNA metabolism
gi|379091677|gb|JR989346.1| 	 0.116531	 cell organization and biogenesis
gi|379091677|gb|JR989346.1| 	 0.116531	 developmental processes
gi|379091677|gb|JR989346.1| 	 0.116531	 other biological processes
gi|379091678|gb|JR989347.1| 	 0.191886	 other metabolic processes
